Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
273010,Bulusan,22151,Confirmed Eruption,SE vent,2.0,NULL,NULL,2016.0,NULL,6.0,NULL,10.0,NULL,Historical Observations,NULL,2017.0,NULL,3.0,NULL,2.0,NULL,12.769,124.056
345040,Poas,22156,Confirmed Eruption,NULL,1.0,NULL,NULL,2016.0,NULL,6.0,NULL,5.0,NULL,Historical Observations,NULL,2016.0,NULL,8.0,NULL,16.0,NULL,10.2,-84.233
233020,"Fournaise, Piton de la",22144,Confirmed Eruption,Château Fort crater,0.0,NULL,NULL,2016.0,NULL,5.0,NULL,26.0,NULL,Historical Observations,NULL,2016.0,NULL,5.0,NULL,27.0,NULL,-21.244,55.708
241040,White Island,22121,Confirmed Eruption,NULL,1.0,NULL,NULL,2016.0,NULL,4.0,NULL,27.0,NULL,Historical Observations,NULL,2016.0,NULL,4.0,NULL,27.0,NULL,-37.52,177.18
390080,Bristol Island,22133,Confirmed Eruption,NULL,1.0,NULL,NULL,2016.0,NULL,4.0,NULL,24.0,NULL,Historical Observations,NULL,2016.0,NULL,7.0,NULL,19.0,NULL,-59.017,-26.533
344020,San Cristobal,22130,Confirmed Eruption,NULL,2.0,NULL,NULL,2016.0,NULL,4.0,NULL,22.0,NULL,Historical Observations,NULL,2016.0,NULL,4.0,NULL,22.0,NULL,12.702,-87.004
311240,Cleveland,22128,Confirmed Eruption,Summit crater,2.0,NULL,NULL,2016.0,NULL,4.0,NULL,16.0,NULL,Historical Observations,NULL,2019.0,NULL,1.0,NULL,16.0,NULL,52.825,-169.944
252010,Langila,22123,Confirmed Eruption,NULL,2.0,NULL,NULL,2016.0,NULL,4.0,NULL,2.0,NULL,Historical Observations,NULL,2018.0,NULL,10.0,NULL,30.0,NULL,-5.525,148.42
261170,Kerinci,22125,Confirmed Eruption,NULL,2.0,NULL,NULL,2016.0,NULL,3.0,NULL,31.0,NULL,Historical Observations,NULL,2016.0,NULL,6.0,NULL,9.0,NULL,-1.697,101.264
390130,Zavodovski,22159,Confirmed Eruption,NULL,1.0,NULL,NULL,2016.0,NULL,3.0,NULL,30.0,NULL,Historical Observations,NULL,2016.0,NULL,5.0,NULL,16.0,15.0,-56.3,-27.57
290360,Chikurachki,22127,Confirmed Eruption,NULL,2.0,NULL,NULL,2016.0,NULL,3.0,NULL,29.0,NULL,Historical Observations,NULL,2016.0,NULL,3.0,NULL,31.0,NULL,50.324,155.461
312030,Pavlof,22129,Confirmed Eruption,NULL,2.0,NULL,NULL,2016.0,NULL,3.0,NULL,27.0,NULL,Historical Observations,NULL,2016.0,NULL,7.0,NULL,30.0,NULL,55.417,-161.894
352090,Sangay,22237,Confirmed Eruption,Summit crater,2.0,NULL,NULL,2016.0,NULL,3.0,NULL,25.0,NULL,Historical Observations,NULL,2016.0,NULL,11.0,NULL,17.0,NULL,-2.005,-78.341
273010,Bulusan,22114,Confirmed Eruption,NULL,2.0,NULL,NULL,2016.0,NULL,2.0,NULL,22.0,NULL,Historical Observations,NULL,2016.0,NULL,2.0,NULL,22.0,NULL,12.769,124.056
343100,San Miguel,22117,Confirmed Eruption,NULL,1.0,NULL,NULL,2016.0,NULL,1.0,NULL,12.0,NULL,Historical Observations,NULL,2016.0,NULL,1.0,NULL,18.0,NULL,13.434,-88.269
357070,"Chillan, Nevados de",22119,Confirmed Eruption,NULL,2.0,NULL,NULL,2016.0,NULL,1.0,NULL,8.0,NULL,Historical Observations,>,2020.0,NULL,2.0,NULL,19.0,NULL,-36.868,-71.378
266030,Soputan,22105,Confirmed Eruption,NULL,3.0,NULL,NULL,2016.0,NULL,1.0,NULL,2.0,NULL,Historical Observations,NULL,2016.0,NULL,2.0,NULL,7.0,NULL,1.112,124.737
344090,Momotombo,22107,Confirmed Eruption,NULL,2.0,NULL,NULL,2015.0,NULL,12.0,NULL,1.0,NULL,Historical Observations,NULL,2016.0,NULL,4.0,NULL,7.0,NULL,12.423,-86.539
272020,Kanlaon,22106,Confirmed Eruption,NULL,2.0,NULL,NULL,2015.0,NULL,11.0,NULL,24.0,NULL,Historical Observations,NULL,2016.0,NULL,6.0,NULL,18.0,NULL,10.412,123.132
261140,Marapi,22111,Confirmed Eruption,NULL,1.0,NULL,NULL,2015.0,NULL,11.0,NULL,14.0,NULL,Historical Observations,NULL,2015.0,NULL,11.0,NULL,14.0,NULL,-0.38,100.474
263310,Tengger Caldera,22103,Confirmed Eruption,Bromo cone,2.0,NULL,NULL,2015.0,NULL,11.0,NULL,12.0,NULL,Historical Observations,NULL,2016.0,NULL,11.0,NULL,12.0,NULL,-7.942,112.95
355100,Lascar,22110,Confirmed Eruption,NULL,2.0,NULL,NULL,2015.0,NULL,10.0,NULL,30.0,NULL,Historical Observations,NULL,2017.0,NULL,4.0,NULL,2.0,1.0,-23.37,-67.73
264030,Rinjani,22104,Confirmed Eruption,Barujari crater,2.0,NULL,NULL,2015.0,NULL,10.0,NULL,25.0,NULL,Historical Observations,NULL,2015.0,NULL,12.0,NULL,24.0,NULL,-8.42,116.47
344100,Masaya,22108,Confirmed Eruption,NULL,1.0,NULL,NULL,2015.0,NULL,10.0,NULL,3.0,NULL,Historical Observations,>,2020.0,NULL,2.0,NULL,13.0,NULL,11.985,-86.165
290390,Alaid,21096,Confirmed Eruption,NULL,1.0,NULL,NULL,2015.0,NULL,9.0,NULL,29.0,NULL,Historical Observations,NULL,2016.0,NULL,8.0,NULL,11.0,NULL,50.861,155.565
344040,Telica,21097,Confirmed Eruption,NULL,2.0,NULL,NULL,2015.0,NULL,9.0,NULL,23.0,NULL,Historical Observations,NULL,2016.0,NULL,5.0,NULL,11.0,NULL,12.606,-86.84
357090,Copahue,21098,Confirmed Eruption,Agrio Crater,2.0,NULL,NULL,2015.0,NULL,9.0,NULL,18.0,3.0,Historical Observations,NULL,2016.0,NULL,12.0,NULL,30.0,NULL,-37.856,-71.183
266100,Lokon-Empung,21093,Confirmed Eruption,Tompaluan,1.0,NULL,NULL,2015.0,NULL,8.0,NULL,30.0,NULL,Historical Observations,NULL,2015.0,NULL,9.0,NULL,28.0,1.0,1.358,124.792
300260,Klyuchevskoy,21095,Confirmed Eruption,NULL,3.0,NULL,NULL,2015.0,NULL,8.0,NULL,28.0,NULL,Historical Observations,NULL,2018.0,NULL,6.0,NULL,15.0,NULL,56.056,160.642
352050,Cotopaxi,21088,Confirmed Eruption,NULL,2.0,NULL,NULL,2015.0,NULL,8.0,NULL,14.0,NULL,Historical Observations,NULL,2016.0,NULL,1.0,NULL,24.0,NULL,-0.677,-78.436
343100,San Miguel,22233,Confirmed Eruption,NULL,1.0,NULL,NULL,2015.0,NULL,8.0,NULL,13.0,NULL,Historical Observations,NULL,2015.0,NULL,8.0,NULL,13.0,NULL,13.434,-88.269
360160,Kick 'em Jenny,21090,Confirmed Eruption,NULL,0.0,NULL,NULL,2015.0,NULL,7.0,NULL,23.0,NULL,Historical Observations,NULL,2015.0,NULL,7.0,NULL,24.0,NULL,12.3,-61.64
268060,Gamalama,21087,Confirmed Eruption,NULL,2.0,NULL,NULL,2015.0,NULL,7.0,NULL,16.0,NULL,Historical Observations,NULL,2015.0,NULL,9.0,NULL,8.0,NULL,0.8,127.33
264270,Sirung,21086,Confirmed Eruption,NULL,1.0,NULL,NULL,2015.0,NULL,7.0,NULL,7.0,NULL,Historical Observations,NULL,2015.0,NULL,7.0,NULL,8.0,NULL,-8.508,124.13
283020,Hakoneyama,21080,Confirmed Eruption,NULL,1.0,NULL,NULL,2015.0,NULL,6.0,NULL,29.0,NULL,Historical Observations,NULL,2015.0,NULL,7.0,NULL,1.0,NULL,35.233,139.021
354006,Sabancaya,21089,Confirmed Eruption,NULL,1.0,NULL,NULL,2015.0,NULL,6.0,NULL,28.0,10.0,Historical Observations,NULL,2015.0,NULL,7.0,NULL,9.0,NULL,-15.787,-71.857
263170,Cereme,21079,Uncertain Eruption,NULL,NULL,NULL,NULL,2015.0,NULL,6.0,NULL,24.0,NULL,Historical Observations,NULL,2015.0,NULL,6.0,NULL,24.0,NULL,-6.895,108.408
222120,"Lengai, Ol Doinyo",22304,Confirmed Eruption,North Crater,0.0,NULL,NULL,2015.0,NULL,6.0,<,20.0,NULL,Historical Observations,NULL,2015.0,NULL,8.0,>,24.0,NULL,-2.764,35.914
283110,Asamayama,21081,Confirmed Eruption,NULL,1.0,NULL,NULL,2015.0,NULL,6.0,NULL,16.0,NULL,Historical Observations,NULL,2015.0,NULL,6.0,NULL,16.0,NULL,36.406,138.523
345020,Rincon de la Vieja,22132,Confirmed Eruption,Crater lake,1.0,NULL,NULL,2015.0,NULL,6.0,NULL,16.0,NULL,Historical Observations,NULL,2016.0,NULL,5.0,NULL,1.0,NULL,10.83,-85.324
342110,Pacaya,22157,Confirmed Eruption,MacKenney Crater,1.0,NULL,NULL,2015.0,NULL,6.0,NULL,7.0,1.0,Historical Observations,>,2020.0,NULL,2.0,NULL,19.0,NULL,14.382,-90.601
282050,Kuchinoerabujima,21073,Confirmed Eruption,NULL,3.0,NULL,NULL,2015.0,NULL,5.0,NULL,29.0,NULL,Historical Observations,NULL,2015.0,NULL,6.0,NULL,19.0,NULL,30.443,130.217
353020,Wolf,21075,Confirmed Eruption,NULL,4.0,NULL,NULL,2015.0,NULL,5.0,NULL,25.0,NULL,Historical Observations,NULL,2015.0,NULL,6.0,NULL,2.0,NULL,0.02,-91.35
266100,Lokon-Empung,21071,Confirmed Eruption,Tompaluan,1.0,NULL,NULL,2015.0,NULL,5.0,NULL,20.0,NULL,Historical Observations,NULL,2015.0,NULL,5.0,NULL,27.0,NULL,1.358,124.792
344040,Telica,21074,Confirmed Eruption,NULL,2.0,NULL,NULL,2015.0,NULL,5.0,NULL,7.0,NULL,Historical Observations,NULL,2015.0,NULL,5.0,NULL,28.0,NULL,12.606,-86.84
273010,Bulusan,21072,Confirmed Eruption,NULL,2.0,NULL,NULL,2015.0,NULL,5.0,NULL,1.0,NULL,Historical Observations,NULL,2015.0,NULL,7.0,NULL,17.0,NULL,12.769,124.056
331021,Axial Seamount,21092,Confirmed Eruption,NE flank,0.0,NULL,NULL,2015.0,NULL,4.0,NULL,23.0,NULL,Seismicity,NULL,2015.0,NULL,5.0,NULL,24.0,1.0,45.95,-130.0
358020,Calbuco,21076,Confirmed Eruption,NULL,4.0,NULL,NULL,2015.0,NULL,4.0,NULL,22.0,NULL,Historical Observations,NULL,2015.0,NULL,5.0,NULL,26.0,NULL,-41.33,-72.618
345070,Turrialba,20998,Confirmed Eruption,NULL,2.0,NULL,NULL,2015.0,NULL,3.0,NULL,8.0,NULL,Historical Observations,NULL,2019.0,NULL,10.0,NULL,28.0,NULL,10.025,-83.767
344020,San Cristobal,22268,Confirmed Eruption,NULL,2.0,NULL,NULL,2015.0,NULL,3.0,NULL,5.0,NULL,Historical Observations,NULL,2015.0,NULL,6.0,NULL,12.0,NULL,12.702,-87.004
290360,Chikurachki,20990,Confirmed Eruption,NULL,3.0,NULL,NULL,2015.0,NULL,2.0,NULL,16.0,NULL,Historical Observations,NULL,2015.0,NULL,2.0,NULL,18.0,NULL,50.324,155.461
233020,"Fournaise, Piton de la",20982,Confirmed Eruption,NULL,0.0,NULL,NULL,2015.0,NULL,2.0,NULL,4.0,NULL,Historical Observations,NULL,2015.0,NULL,10.0,NULL,31.0,NULL,-21.244,55.708
263340,Raung,21070,Confirmed Eruption,NULL,3.0,NULL,NULL,2015.0,NULL,2.0,NULL,1.0,NULL,Historical Observations,NULL,2015.0,NULL,8.0,NULL,22.0,NULL,-8.119,114.056
343100,San Miguel,20994,Confirmed Eruption,NULL,1.0,NULL,NULL,2015.0,NULL,1.0,NULL,26.0,NULL,Historical Observations,NULL,2015.0,NULL,4.0,NULL,11.0,NULL,13.434,-88.269
352090,Sangay,22236,Confirmed Eruption,Summit crater,2.0,NULL,NULL,2015.0,NULL,1.0,NULL,19.0,NULL,Historical Observations,NULL,2015.0,NULL,4.0,NULL,7.0,NULL,-2.005,-78.341
266030,Soputan,20988,Confirmed Eruption,NULL,3.0,NULL,NULL,2015.0,NULL,1.0,NULL,6.0,NULL,Historical Observations,NULL,2015.0,NULL,3.0,NULL,7.0,NULL,1.112,124.737
300260,Klyuchevskoy,20992,Confirmed Eruption,NULL,2.0,NULL,NULL,2015.0,NULL,1.0,NULL,1.0,NULL,Historical Observations,NULL,2015.0,NULL,5.0,NULL,10.0,NULL,56.056,160.642
243040,Hunga Tonga-Hunga Ha'apai,20983,Confirmed Eruption,NULL,2.0,NULL,NULL,2014.0,NULL,12.0,NULL,19.0,NULL,Historical Observations,NULL,2015.0,NULL,1.0,NULL,23.0,3.0,-20.536,-175.382
268060,Gamalama,20989,Confirmed Eruption,NULL,2.0,NULL,NULL,2014.0,NULL,12.0,NULL,18.0,NULL,Historical Observations,NULL,2014.0,NULL,12.0,NULL,25.0,NULL,0.8,127.33
290290,Sinarka,20980,Uncertain Eruption,NULL,1.0,NULL,NULL,2014.0,NULL,12.0,NULL,3.0,NULL,Historical Observations,NULL,2014.0,NULL,12.0,NULL,3.0,NULL,48.873,154.182
357120,Villarrica,20996,Confirmed Eruption,NULL,1.0,NULL,NULL,2014.0,NULL,12.0,NULL,2.0,7.0,Historical Observations,>,2020.0,NULL,2.0,NULL,19.0,NULL,-39.42,-71.93
257050,Lopevi,20986,Uncertain Eruption,NULL,NULL,NULL,NULL,2014.0,NULL,12.0,NULL,1.0,NULL,Historical Observations,NULL,2014.0,NULL,12.0,NULL,15.0,NULL,-16.507,168.346
384010,Fogo,20977,Confirmed Eruption,WSW base of Pico,3.0,NULL,NULL,2014.0,NULL,11.0,NULL,23.0,NULL,Historical Observations,NULL,2015.0,NULL,2.0,NULL,8.0,NULL,14.95,-24.35
290260,Chirinkotan,22223,Confirmed Eruption,NULL,2.0,NULL,NULL,2014.0,NULL,11.0,NULL,21.0,NULL,Historical Observations,NULL,2015.0,NULL,8.0,NULL,10.0,NULL,48.98,153.48
351020,"Ruiz, Nevado del",20995,Confirmed Eruption,NULL,2.0,NULL,NULL,2014.0,NULL,11.0,NULL,18.0,NULL,Historical Observations,NULL,2017.0,NULL,5.0,NULL,29.0,NULL,4.892,-75.324
390090,Saunders,22271,Confirmed Eruption,Summit crater,1.0,NULL,NULL,2014.0,NULL,11.0,NULL,12.0,NULL,Historical Observations,>,2020.0,NULL,1.0,NULL,28.0,NULL,-57.8,-26.483
312030,Pavlof,20975,Confirmed Eruption,NULL,1.0,NULL,NULL,2014.0,NULL,11.0,NULL,12.0,NULL,Historical Observations,NULL,2014.0,NULL,11.0,NULL,15.0,NULL,55.417,-161.894
345070,Turrialba,20974,Confirmed Eruption,Central Crater,2.0,NULL,NULL,2014.0,NULL,10.0,NULL,29.0,NULL,Historical Observations,NULL,2014.0,NULL,12.0,NULL,8.0,NULL,10.025,-83.767
264180,Lewotobi,20973,Uncertain Eruption,NULL,2.0,NULL,NULL,2014.0,NULL,10.0,NULL,6.0,NULL,Historical Observations,NULL,2014.0,NULL,10.0,NULL,6.0,NULL,-8.542,122.775
283040,Ontakesan,20964,Confirmed Eruption,Summit crater,3.0,NULL,NULL,2014.0,NULL,9.0,NULL,27.0,NULL,Historical Observations,NULL,2014.0,NULL,10.0,NULL,14.0,NULL,35.893,137.48
345020,Rincon de la Vieja,20961,Confirmed Eruption,Crater lake,1.0,NULL,NULL,2014.0,NULL,9.0,NULL,17.0,NULL,Historical Observations,NULL,2014.0,NULL,10.0,NULL,24.0,NULL,10.83,-85.324
282110,Asosan,20960,Confirmed Eruption,Naka-dake,2.0,NULL,NULL,2014.0,NULL,8.0,NULL,30.0,NULL,Historical Observations,NULL,2016.0,NULL,5.0,NULL,1.0,NULL,32.884,131.104
373030,Bardarbunga,20955,Confirmed Eruption,Holuhraun,0.0,NULL,NULL,2014.0,NULL,8.0,NULL,29.0,NULL,Historical Observations,NULL,2015.0,NULL,2.0,NULL,27.0,NULL,64.633,-17.516
342110,Pacaya,22222,Confirmed Eruption,MacKenney Crater,1.0,NULL,NULL,2014.0,NULL,8.0,NULL,25.0,NULL,Historical Observations,NULL,2015.0,NULL,2.0,NULL,17.0,NULL,14.382,-90.601
273030,Mayon,20959,Confirmed Eruption,Summit crater,0.0,NULL,NULL,2014.0,NULL,8.0,NULL,12.0,NULL,Historical Observations,NULL,2014.0,NULL,10.0,NULL,19.0,NULL,13.257,123.685
354006,Sabancaya,20953,Uncertain Eruption,NULL,1.0,NULL,NULL,2014.0,NULL,8.0,NULL,5.0,NULL,Historical Observations,NULL,2014.0,NULL,12.0,NULL,27.0,NULL,-15.787,-71.857
282050,Kuchinoerabujima,20952,Confirmed Eruption,Shindake,1.0,NULL,NULL,2014.0,NULL,8.0,NULL,3.0,NULL,Historical Observations,NULL,2014.0,NULL,8.0,NULL,3.0,NULL,30.443,130.217
344020,San Cristobal,22267,Confirmed Eruption,NULL,2.0,NULL,NULL,2014.0,NULL,7.0,NULL,20.0,NULL,Historical Observations,NULL,2014.0,NULL,10.0,NULL,1.0,NULL,12.702,-87.004
252140,Rabaul,20957,Confirmed Eruption,Tavurvur,3.0,NULL,NULL,2014.0,NULL,7.0,NULL,7.0,NULL,Historical Observations,NULL,2014.0,NULL,9.0,NULL,18.0,NULL,-4.271,152.203
357090,Copahue,20954,Confirmed Eruption,Agrio Crater,1.0,NULL,NULL,2014.0,NULL,7.0,NULL,4.0,NULL,Historical Observations,NULL,2014.0,NULL,12.0,NULL,2.0,NULL,-37.856,-71.183
251020,Manam,20956,Confirmed Eruption,NULL,2.0,NULL,NULL,2014.0,NULL,6.0,NULL,29.0,NULL,Historical Observations,>,2020.0,NULL,1.0,NULL,25.0,NULL,-4.08,145.037
233020,"Fournaise, Piton de la",20919,Confirmed Eruption,Enclos Fouqué,0.0,NULL,NULL,2014.0,NULL,6.0,NULL,21.0,NULL,Historical Observations,NULL,2014.0,NULL,6.0,NULL,21.0,NULL,-21.244,55.708
267020,Karangetang,20914,Confirmed Eruption,Main crater,2.0,NULL,NULL,2014.0,NULL,6.0,NULL,8.0,NULL,Historical Observations,NULL,2016.0,NULL,3.0,NULL,15.0,NULL,2.781,125.407
300120,Zhupanovsky,20908,Confirmed Eruption,NULL,3.0,NULL,NULL,2014.0,NULL,6.0,NULL,6.0,NULL,Historical Observations,NULL,2016.0,NULL,3.0,NULL,24.0,NULL,53.589,159.15
312030,Pavlof,20909,Confirmed Eruption,NE flank,3.0,NULL,NULL,2014.0,NULL,5.0,NULL,31.0,NULL,Historical Observations,NULL,2014.0,NULL,6.0,NULL,2.0,NULL,55.417,-161.894
264050,Sangeang Api,20911,Confirmed Eruption,Summit crater,3.0,NULL,NULL,2014.0,NULL,5.0,NULL,30.0,NULL,Historical Observations,NULL,2015.0,NULL,11.0,NULL,5.0,NULL,-8.2,119.07
223020,Nyamuragira,20942,Confirmed Eruption,NULL,0.0,NULL,NULL,2014.0,NULL,5.0,NULL,30.0,NULL,Historical Observations,NULL,2016.0,NULL,5.0,NULL,14.0,NULL,-1.408,29.2
284141,Ahyi,20936,Confirmed Eruption,NULL,0.0,NULL,NULL,2014.0,NULL,4.0,NULL,24.0,NULL,Hydrophonic,NULL,2014.0,NULL,5.0,NULL,17.0,NULL,20.42,145.03
263300,Semeru,22221,Confirmed Eruption,Jonggring Seloko,3.0,NULL,NULL,2014.0,NULL,4.0,NULL,1.0,15.0,Historical Observations,>,2020.0,NULL,2.0,NULL,19.0,NULL,-8.108,112.922
262000,Krakatau,20932,Confirmed Eruption,Anak Krakatau,1.0,NULL,NULL,2014.0,NULL,3.0,NULL,31.0,NULL,Historical Observations,NULL,2014.0,NULL,3.0,NULL,31.0,NULL,-6.102,105.423
251030,Karkar,20910,Confirmed Eruption,NULL,1.0,NULL,NULL,2014.0,NULL,3.0,NULL,26.0,NULL,Historical Observations,NULL,2014.0,NULL,3.0,NULL,27.0,NULL,-4.649,145.964
263250,Merapi,20892,Confirmed Eruption,NULL,3.0,NULL,NULL,2014.0,NULL,3.0,NULL,9.0,NULL,Historical Observations,NULL,2014.0,NULL,4.0,NULL,20.0,NULL,-7.54,110.446
263180,Slamet,20933,Confirmed Eruption,NULL,2.0,NULL,NULL,2014.0,NULL,3.0,NULL,8.0,NULL,Historical Observations,NULL,2014.0,NULL,9.0,NULL,17.0,NULL,-7.242,109.208
263280,Kelut,20934,Confirmed Eruption,NULL,4.0,NULL,NULL,2014.0,NULL,2.0,NULL,13.0,NULL,Historical Observations,NULL,2014.0,NULL,2.0,NULL,15.0,NULL,-7.93,112.308
267020,Karangetang,20913,Confirmed Eruption,NULL,1.0,NULL,NULL,2014.0,NULL,2.0,NULL,9.0,NULL,Historical Observations,NULL,2014.0,NULL,2.0,NULL,9.0,NULL,2.781,125.407
344020,San Cristobal,20941,Confirmed Eruption,NULL,1.0,NULL,NULL,2014.0,NULL,2.0,NULL,4.0,NULL,Historical Observations,NULL,2014.0,NULL,4.0,NULL,11.0,NULL,12.702,-87.004
261140,Marapi,20931,Confirmed Eruption,NULL,1.0,NULL,NULL,2014.0,NULL,2.0,NULL,3.0,2.0,Historical Observations,NULL,2014.0,NULL,2.0,NULL,26.0,NULL,-0.38,100.474
255060,Kavachi,20920,Confirmed Eruption,NULL,1.0,NULL,NULL,2014.0,NULL,1.0,NULL,29.0,NULL,Historical Observations,NULL,2014.0,NULL,1.0,?,29.0,NULL,-8.991,157.979
311360,Shishaldin,20937,Confirmed Eruption,NULL,1.0,NULL,NULL,2014.0,NULL,1.0,NULL,28.0,NULL,Historical Observations,NULL,2015.0,NULL,10.0,NULL,16.0,NULL,54.756,-163.97
282110,Asosan,20935,Confirmed Eruption,Naka-dake,1.0,NULL,NULL,2014.0,NULL,1.0,NULL,13.0,NULL,Historical Observations,NULL,2014.0,NULL,2.0,NULL,19.0,NULL,32.884,131.104
263340,Raung,21069,Uncertain Eruption,NULL,1.0,NULL,NULL,2014.0,NULL,1.0,NULL,4.0,NULL,Historical Observations,NULL,2014.0,NULL,1.0,NULL,4.0,NULL,-8.119,114.056
343100,San Miguel,20906,Confirmed Eruption,NULL,2.0,NULL,NULL,2013.0,NULL,12.0,NULL,29.0,NULL,Historical Observations,NULL,2014.0,NULL,7.0,NULL,28.0,NULL,13.434,-88.269
284096,Nishinoshima,20916,Confirmed Eruption,Offshore to the SE (Niijima),2.0,NULL,NULL,2013.0,NULL,11.0,NULL,20.0,NULL,Historical Observations,NULL,2015.0,NULL,11.0,?,17.0,NULL,27.247,140.874
263250,Merapi,20842,Confirmed Eruption,NULL,2.0,NULL,NULL,2013.0,NULL,11.0,NULL,18.0,NULL,Historical Observations,NULL,2013.0,NULL,11.0,NULL,18.0,NULL,-7.54,110.446
300120,Zhupanovsky,20907,Confirmed Eruption,NULL,3.0,NULL,NULL,2013.0,NULL,10.0,NULL,23.0,NULL,Historical Observations,NULL,2013.0,NULL,10.0,NULL,26.0,1.0,53.589,159.15
260010,Barren Island,20918,Confirmed Eruption,NULL,2.0,NULL,NULL,2013.0,NULL,10.0,NULL,12.0,NULL,Historical Observations,NULL,2016.0,NULL,5.0,NULL,17.0,1.0,12.278,93.858
263090,Tangkuban Parahu,20987,Confirmed Eruption,NULL,1.0,NULL,NULL,2013.0,NULL,10.0,NULL,5.0,NULL,Historical Observations,NULL,2013.0,NULL,10.0,NULL,5.0,NULL,-6.77,107.6
221020,Zubair Group,21068,Confirmed Eruption,Jadid Island,2.0,NULL,NULL,2013.0,NULL,9.0,NULL,28.0,NULL,Historical Observations,NULL,2013.0,NULL,11.0,NULL,20.0,NULL,15.05,42.18
344040,Telica,22195,Confirmed Eruption,NULL,1.0,NULL,NULL,2013.0,NULL,9.0,NULL,25.0,NULL,Historical Observations,NULL,2013.0,NULL,9.0,NULL,25.0,NULL,12.606,-86.84
261080,Sinabung,20818,Confirmed Eruption,NULL,4.0,NULL,NULL,2013.0,NULL,9.0,NULL,15.0,NULL,Historical Observations,NULL,2018.0,NULL,8.0,NULL,30.0,NULL,3.17,98.392
211060,Etna,20841,Confirmed Eruption,New Southeast Crater (NSEC),2.0,NULL,NULL,2013.0,NULL,9.0,NULL,3.0,NULL,Historical Observations,>,2020.0,NULL,2.0,NULL,19.0,NULL,37.748,14.999
354020,Ubinas,20832,Confirmed Eruption,NULL,2.0,NULL,NULL,2013.0,NULL,9.0,NULL,1.0,NULL,Historical Observations,NULL,2016.0,NULL,2.0,NULL,27.0,NULL,-16.355,-70.903
264250,Iliwerung,20912,Confirmed Eruption,Hobal (submarine vent on SE flank),0.0,NULL,NULL,2013.0,NULL,8.0,NULL,20.0,NULL,Historical Observations,NULL,2013.0,NULL,8.0,NULL,20.0,NULL,-8.53,123.57
300260,Klyuchevskoy,20786,Confirmed Eruption,NULL,1.0,NULL,NULL,2013.0,NULL,8.0,NULL,15.0,NULL,Historical Observations,NULL,2013.0,NULL,12.0,NULL,20.0,NULL,56.056,160.642
290200,Ketoi,20780,Uncertain Eruption,Pallas Peak,NULL,NULL,NULL,2013.0,NULL,7.0,NULL,25.0,NULL,Historical Observations,NULL,2013.0,NULL,8.0,NULL,12.0,NULL,47.35,152.475
357120,Villarrica,20838,Confirmed Eruption,NULL,1.0,NULL,NULL,2013.0,NULL,7.0,NULL,25.0,NULL,Historical Observations,NULL,2013.0,NULL,7.0,?,29.0,NULL,-39.42,-71.93
252120,Ulawun,20835,Confirmed Eruption,NULL,1.0,NULL,NULL,2013.0,NULL,7.0,NULL,8.0,NULL,Historical Observations,NULL,2013.0,NULL,12.0,NULL,21.0,NULL,-5.05,151.33
284090,Izu-Torishima,20828,Uncertain Eruption,NULL,2.0,NULL,NULL,2013.0,NULL,7.0,NULL,6.0,NULL,Historical Observations,NULL,2013.0,NULL,7.0,NULL,6.0,NULL,30.484,140.303
312070,Veniaminof,20836,Confirmed Eruption,Western intracaldera cone,3.0,NULL,NULL,2013.0,NULL,6.0,NULL,13.0,NULL,Historical Observations,NULL,2013.0,NULL,10.0,NULL,12.0,1.0,56.17,-159.38
290260,Chirinkotan,20757,Confirmed Eruption,NULL,1.0,NULL,NULL,2013.0,NULL,6.0,NULL,11.0,NULL,Historical Observations,NULL,2014.0,NULL,6.0,NULL,1.0,4.0,48.98,153.48
344020,San Cristobal,20817,Confirmed Eruption,NULL,1.0,NULL,NULL,2013.0,NULL,6.0,NULL,7.0,NULL,Historical Observations,NULL,2013.0,NULL,6.0,NULL,7.0,NULL,12.702,-87.004
282060,Kikai,20781,Confirmed Eruption,NULL,1.0,NULL,NULL,2013.0,NULL,6.0,NULL,4.0,NULL,Historical Observations,NULL,2013.0,NULL,6.0,NULL,4.0,NULL,30.793,130.305
263300,Semeru,22220,Confirmed Eruption,Jonggring Seloko,1.0,NULL,NULL,2013.0,NULL,6.0,NULL,4.0,NULL,Historical Observations,NULL,2013.0,NULL,11.0,NULL,29.0,NULL,-8.108,112.922
261170,Kerinci,22216,Confirmed Eruption,NULL,2.0,NULL,NULL,2013.0,NULL,6.0,NULL,2.0,NULL,Historical Observations,NULL,2013.0,NULL,6.0,NULL,2.0,NULL,-1.697,101.264
345070,Turrialba,20831,Confirmed Eruption,West Crater,2.0,NULL,NULL,2013.0,NULL,5.0,NULL,21.0,NULL,Historical Observations,NULL,2013.0,NULL,6.0,NULL,4.0,NULL,10.025,-83.767
312030,Pavlof,20807,Confirmed Eruption,Summit,3.0,NULL,NULL,2013.0,NULL,5.0,NULL,13.0,NULL,Historical Observations,NULL,2013.0,NULL,6.0,NULL,26.0,NULL,55.417,-161.894
